,3526.20620,13854.95826
,3526.16558,13854.91452
,3526.14356,13854.89004
,3526.13966,13854.88500
,3526.13300,13854.87576
,3526.11968,13854.85194
,3526.10366,13854.82056
,3526.08596,13854.78522
,3526.07192,13854.75774
,3526.06760,13854.74916
,3526.06478,13854.74274
,3526.05956,13854.72894
,3526.05356,13854.70854
,3526.04780,13854.68616
,3526.04156,13854.66132
,3526.03532,13854.63912
,3526.03100,13854.62562
,3526.02986,13854.62238
,3525.99770,13854.54876
,3525.98150,13854.51270
,3525.97358,13854.49812
,3525.95990,13854.47706
,3525.94412,13854.45444
,3525.92846,13854.43236
,3525.91178,13854.40848
,3525.88436,13854.36816
,3525.85070,13854.31734
,3525.82994,13854.28722
,3525.82154,13854.27774
,3525.81704,13854.27414
,3525.79268,13854.25884
,3525.77252,13854.24636
,3525.75188,13854.23382
,3525.74822,13854.23148
,3525.74222,13854.22872
,3525.73892,13854.22806
,3525.70646,13854.22710
,3525.70136,13854.22686
,3525.68828,13854.22608
,3525.68168,13854.22620
,3525.67598,13854.22620
,3525.66182,13854.22584
,3525.62420,13854.22524
,3525.60368,13854.22464
,3525.60200,13854.22380
,3525.58850,13854.21564
,3525.58742,13854.21516
,3525.58652,13854.21510
,3525.58604,13854.21504
,3525.58490,13854.21546
,3525.58436,13854.21588
,3525.58382,13854.21660
,3525.58352,13854.21726
,3525.57554,13854.24126
,3525.57140,13854.25044
,3525.56744,13854.25656
,3525.55928,13854.26838
,3525.55574,13854.27228
,3525.55274,13854.27432
,3525.55064,13854.27540
,3525.54686,13854.27606
,3525.54446,13854.27600
,3525.54206,13854.27564
,3525.51200,13854.27024
,3525.50084,13854.26874
,3525.49190,13854.26724
,3525.48296,13854.26556
,3525.46970,13854.26352
,3525.46412,13854.26250
,3525.46178,13854.26190
,3525.44780,13854.26010
,3525.39908,13854.25218
,3525.36920,13854.24774
,3525.34448,13854.24330
,3525.33926,13854.24270
,3525.32000,13854.23952
,3525.29864,13854.23580
,3525.27422,13854.23196
,3525.25700,13854.22914
,3525.24218,13854.22692
,3525.21932,13854.22332
,3525.19352,13854.21906
,3525.16682,13854.21474
,3525.13946,13854.21048
,3525.12332,13854.20802
,3525.10976,13854.20550
,3525.09608,13854.20334
,3525.06308,13854.19764
,3525.06170,13854.19728
,3525.05984,13854.19680
,3525.05804,13854.19614
,3525.05222,13854.19326
,3525.05072,13854.19218
,3525.04766,13854.18978
,3525.04670,13854.18888
,3525.04412,13854.18612
,3525.03548,13854.17556
,3525.01436,13854.14988
,3525.00368,13854.13710
,3524.97356,13854.10032
,3524.96972,13854.09528
,3524.96624,13854.08994
,3524.96396,13854.08478
,3524.96258,13854.08052
,3524.96144,13854.07536
,3524.96024,13854.06726
,3524.95670,13854.03798
,3524.95286,13854.00966
,3524.95196,13854.00366
,3524.94590,13853.97924
,3524.93732,13853.94498
,3524.92826,13853.90922
,3524.92490,13853.89722
,3524.92268,13853.88762
,3524.90738,13853.82894
,3524.90594,13853.82348
,3524.89748,13853.80464
,3524.88806,13853.78250
,3524.88512,13853.77578
,3524.87282,13853.74818
,3524.86484,13853.72748
,3524.85800,13853.70786
,3524.84510,13853.67180
,3524.82884,13853.62530
,3524.81606,13853.58846
,3524.80730,13853.56392
,3524.80418,13853.55588
,3524.79968,13853.54616
,3524.79554,13853.53878
,3524.79200,13853.53308
,3524.78696,13853.52522
,3524.77730,13853.50884
,3524.77448,13853.50302
,3524.76404,13853.48406
,3524.75168,13853.46066
,3524.74052,13853.43954
,3524.73362,13853.42682
,3524.72888,13853.41740
,3524.71982,13853.40090
,3524.69846,13853.36244
,3524.69288,13853.35290
,3524.64656,13853.26842
,3524.63840,13853.25390
,3524.62796,13853.24010
,3524.62448,13853.23590
,3524.61686,13853.22774
,3524.61194,13853.22258
,3524.59706,13853.20638
,3524.58752,13853.19648
,3524.57996,13853.18766
,3524.57696,13853.18334
,3524.57540,13853.18094
,3524.56160,13853.15220
,3524.54672,13853.12214
,3524.54270,13853.11332
,3524.53184,13853.09118
,3524.52200,13853.07114
,3524.51582,13853.05680
,3524.51474,13853.05404
,3524.51000,13853.04120
,3524.50220,13853.01816
,3524.49368,13852.98714
,3524.49158,13852.97730
,3524.48444,13852.92972
,3524.48228,13852.91364
,3524.48024,13852.90056
,3524.47598,13852.86876
,3524.47130,13852.83216
,3524.46818,13852.80576
,3524.46644,13852.78908
,3524.46386,13852.75500
,3524.46278,13852.73664
,3524.46188,13852.70358
,3524.46152,13852.67556
,3524.46140,13852.66488
,3524.46176,13852.65708
,3524.46236,13852.64766
,3524.46290,13852.64004
,3524.46284,13852.63470
,3524.46182,13852.62660
,3524.46080,13852.62036
,3524.45690,13852.58790
,3524.45642,13852.58586
,3524.45570,13852.58244
,3524.45528,13852.58094
,3524.45480,13852.57956
,3524.45456,13852.57866
,3524.45372,13852.57674
,3524.45318,13852.57548
,3524.45210,13852.57356
,3524.45036,13852.57134
,3524.44784,13852.56954
,3524.44592,13852.56894
,3524.44364,13852.56846
,3524.44088,13852.56864
,3524.44010,13852.56882
,3524.43746,13852.56930
,3524.43290,13852.57044
,3524.40806,13852.57656
,3524.40614,13852.57692
,3524.40164,13852.57776
,3524.39390,13852.57848
,3524.38814,13852.57848
,3524.37656,13852.57692
,3524.30594,13852.56612
,3524.26436,13852.55988
,3524.26148,13852.55946
,3524.25812,13852.55862
,3524.25200,13852.55652
,3524.24768,13852.55436
,3524.24672,13852.55388
,3524.21408,13852.53318
,3524.18090,13852.51230
,3524.17316,13852.50624
