手打ちそばやまさと,3525.60890,13854.23652
お食事処幸房,3525.49202,13854.33780
三楽園,3524.45666,13852.66116
コサーラ,3524.55098,13854.15606
ふじたや,3524.45786,13852.61520
甲州ほうとう小作屋,3524.83292,13851.61578
浅間茶屋,3524.94098,13851.46248
食事処味里,3524.91998,13850.87556
山中湖ほうとう庄ヤ,3525.34460,13851.02910
さんさい,3525.39602,13850.97390
海馬,3525.42866,13850.93946
甲州ほうとう水神,3525.75014,13850.71536
大豊,3526.05680,13850.80914
